ACT3010199,2. PROD Peer Review - ICA 4627 - Double_Pts_Promo_Signature,,,,,SUBMITTED,,3,7/9/15,11:54:48 AM,,E047589,,,MRSOWN,7/15/15,2:07:53 PM,,,Production Servers,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
4627 - INTERNATIONAL BANK OF QATAR,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Promotional Set Up,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
Promotion Build/Audit/Change,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/15/15,,2:07:20 PM,E033372,,,,"Returning Peer review, pleas cancel",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3010245,3. PROD Peer Review (Doc version 2)- ICA 4627 - Reactivate promotions (New period),,,,,SUBMITTED,,3,7/9/15,12:25:38 PM,,E047589,,,MRSOWN,7/15/15,2:08:55 PM,,,Production Servers,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
4627 - INTERNATIONAL BANK OF QATAR,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Promotional Set Up,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
Promotion Build/Audit/Change,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/10/15,,1:06:15 PM,E033372,,,,ICA 4627 Peer Review – Rejected–,,,,,,,,,,,,,,,
7/10/15,,1:24:53 PM,E047589,,,,I have added the missing spaces,,,,,,,,,,,,,,,
7/15/15,,2:08:20 PM,E033372,,,,"Returning ACT, Cameron is rejecting promo build.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3010325,PROD / 2182 / Freedom / June15 Adjustment Detail Report - inc Narrative,,,,,SUBMITTED,,3,7/9/15,1:17:38 PM,,E047818,,,MRSOWN,7/9/15,3:29:51 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
2182 - BARCLAYS BANK PLC,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Adhoc Reporting,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/9/15,,3:24:43 PM,E057515,,,,"CSV (text) Report attached, total 7551 records",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3010345,PROD / 5292 / RFB / Accounts to change status,,,,,SUBMITTED,,3,7/9/15,1:25:18 PM,,E047818,,,MRSOWN,7/10/15,4:23:32 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
5292 - RAIFFEISENBANK AUSTRIA D.D.,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Customer/Account/Point Update,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/10/15,,4:14:54 AM,E055410,,,,Account status updated,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3010372,PROD / ICA 16622 / ICE / NRT auth call- failure reporting,,,,,SUBMITTED,,3,7/9/15,1:32:47 PM,,E047818,,,MRSOWN,7/15/15,8:49:05 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/15/15,,2:13:42 AM,E049468,,,,Follow up question from ICE,,,,,,,,,,,,,,,
7/15/15,,8:48:14 AM,E034210,,,,"manual now, automated in progress",,,,,,,,,,,,,,,
7/10/15,,11:50:20 AM,E034210,,,,unable to provide -- data not available,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3010410,system maintenance filter rule system default tags explanation requested,,,,,QUEUED,,2,7/9/15,1:54:07 PM,,E034002,,,MRS-DEVELOPMENT,7/9/15,1:54:07 PM,,,Production Servers,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
1630 - USAA FEDERAL SAVINGS BANK,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
How Do I,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3010416,Back score Monster US 2742 & 992481 transactions June 1 - July 8 2015,,,,,INPRG,,3,7/9/15,1:53:07 PM,,E050853,,,MRS-SUPPORT,7/9/15,2:01:35 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,DONOTSURVEY,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3010421,System Maintenance > Promotions > Qualifications > Actions > Action Parameters > Execution Timing = Batch,,,,,QUEUED,,5,7/9/15,1:58:00 PM,,E034002,,,MRS-DEVELOPMENT,7/9/15,1:58:00 PM,,,Production Servers,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
0000 - NonMember Specific,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
How Do I,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3010523,New Rewards Qualifications SCOTIABANK INVERLAT S.A.,,,,,SUBMITTED,,1,7/9/15,3:15:39 PM,,E054277,,,MRSOWN,7/10/15,4:15:57 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
0000 - NonMember Specific,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Program Configuration,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
Program Parameter/Data Update,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/10/15,,4:12:53 AM,E041890,,,,Further details are needed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3010773,Member Impl -- Truaxis - ADS-File Research,,,,,SUBMITTED,,3,7/9/15,4:50:14 PM,,E020263,,,MRSOWN,7/9/15,11:54:19 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/9/15,,11:49:38 PM,E057363,,,,File contains Invalid record length,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3010810,Please add member and ICA to system maint prod and mtf,,,,,INPRG,,3,7/9/15,6:33:44 PM,,E050840,,,MRS-SUPPORT,7/10/15,10:08:38 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/14/15,,9:28:50 AM,E050840,,,,submitted certs 63701/63702,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3010885,MasterCard Prepaid Team VN CDN - MTF& Production - replace BAN,,,,,SUBMITTED,,2,7/9/15,10:10:40 PM,,E026709,,,CISNA,7/14/15,9:14:11 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
15260 - MASTERCARD CANADA PREPAID TEAM,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Program Parameter/Data Update,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/14/15,,9:10:31 AM,E055410,,,,Config has been done,,,,,,,,,,,,,,,
7/13/15,,2:16:17 PM,E020147,,,,Enabled BAN replacement in PROD for rebate file,,,,,,,,,,,,,,,
7/13/15,,2:18:12 PM,E020147,,,,MRS-BATCH  Please enable BAN replacement in PROD and MTF,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3011058,Missing transactions for PKO BP 9487,,,,,SUBMITTED,,3,7/10/15,3:05:51 AM,,E043587,,,GIS,7/14/15,3:28:33 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,BATCH JOB NAME,,,,,,,,,
,,,,,,,,,,,,,BATCH MEMBER,,,,,,,,,
9487 - PKO BANK POLSKI,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Execute Batch Processing,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/14/15,,1:49:12 AM,E043587,,,,reply,,,,,,,,,,,,,,,
7/14/15,,5:51:10 AM,E041890,,,,To MRS BATCH Team,,,,,,,,,,,,,,,
7/14/15,,9:37:46 AM,E055542,,,,Reason for 9  transactions missed,,,,,,,,,,,,,,,
7/14/15,,9:47:43 AM,E043587,,,,question,,,,,,,,,,,,,,,
7/13/15,,5:42:16 AM,E041890,,,,Further details needed,,,,,,,,,,,,,,,
7/14/15,,3:28:04 PM,E038105,,,,File procssed.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3011575,CITIC CHN - send forced rebate,,,,,SUBMITTED,,3,7/10/15,9:47:50 AM,,E028931,,,CHDRSL,7/14/15,1:21:27 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/14/15,,7:38:49 AM,E028931,,,,List revised with comment and summary below,,,,,,,,,,,,,,,
7/14/15,,1:20:52 PM,E030232,,,,forced rebates,,,,,,,,,,,,,,,
7/13/15,,10:43:44 AM,E030232,,,,please review attached trx history for both cards and determine if amount is accurate,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3011600,CITIC CHN - Promotion impact analysis,,,,,SUBMITTED,,3,7/10/15,9:55:56 AM,,E028931,,,CHDRSL,7/13/15,2:38:53 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
3980 - CHINA CITIC BANK,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Adhoc Reporting,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/13/15,,2:36:43 PM,E047589,,,,Report attached,,,,,,,,,,,,,,,
7/13/15,,10:32:45 AM,E030232,,,,advisement on adhoc reporting approach,,,,,,,,,,,,,,,
7/10/15,,11:06:00 AM,E047589,,,,Promotion modifications have to be submitted to Prmotion inbox,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3011686,Member Impl -- Rogers Bank,,,,,QUEUED,,3,7/10/15,10:25:54 AM,,E055376,,,MRS-SUPPORT,7/15/15,12:38:15 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3012327,New Rewards Qualifications SCOTIABANK INVERLAT S.A.,,,,,SUBMITTED,,3,7/10/15,3:05:28 PM,,E054277,,,MRSOWN,7/10/15,3:58:00 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/10/15,,3:22:50 PM,E054277,,,,,,,,,,,,,,,,,,,
7/10/15,,3:14:54 PM,E047589,,,,URLs for all programs attached to this ACT,,,,,,,,,,,,,,,
7/10/15,,3:54:26 PM,E047589,,,,You can setup that at program level via SM,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3012438,MIGRATION PiLOT 3a BSPR 5709 RR PROD JULY 16,,,,,INPRG,,3,7/10/15,2:38:54 PM,,E047589,,,MRS-SUPPORT,7/10/15,3:06:56 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/10/15,,2:46:08 PM,E042525,,,,BSPR will use new accounts,,,,,,,,,,,,,,,
7/10/15,,2:40:34 PM,E047589,,,,Please advise Santander to not use previous BANs used in previous migrations,,,,,,,,,,,,,,,
7/15/15,,4:30:01 PM,E047589,,,,I just put batch on hold,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3012508,New Rewards Qualifications SCOTIABANK INVERLAT S.A.,,,,,SUBMITTED,,3,7/10/15,3:35:09 PM,,E054277,,,MRSOWN,7/16/15,7:56:38 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
Customer Service,,,,,,,,,,,,,MRSCOMPONENT,,,,,,,,,
3785 - SCOTIABANK INVERLAT S.A.,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Processing/Platform Research,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/16/15,,7:53:32 AM,E041890,,,,PRB71556 ticket created and assigned to DEV,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3012531,Ameriprise ICA 10572 - Customer Rasmussen,,,,,SUBMITTED,,3,7/10/15,3:16:06 PM,,E040220,,,MRSOWN,7/14/15,7:46:51 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/14/15,,7:40:49 PM,E033372,,,,$50 rebate sent out for customer.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3012534,Santander Brazil Relationship Rewards - Report - Acessos,,,,,SUBMITTED,,3,7/10/15,3:26:09 PM,,E055503,,,COSBRZ,7/16/15,1:09:57 PM,,,Production Servers,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
8328 - BANCO SANTANDER BRASIL S.A.,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Adhoc Reporting,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/16/15,,1:09:17 PM,E047589,,,,Report Attached,,,,,,,,,,,,,,,
7/10/15,,4:23:22 PM,E047589,,,,Need clarification,,,,,,,,,,,,,,,
7/14/15,,8:41:20 AM,E055503,,,,COS update,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3012536,Chemical Bank (ICA 7227) - Purge Question,,,,,SUBMITTED,,3,7/10/15,3:20:55 PM,,E040220,,,MRSOWN,7/13/15,4:12:48 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/13/15,,4:10:51 PM,E033372,,,,Points 'missing' due to point expirations.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3012596,PROGRAM ID 8064 | ICA 8328 | PROD ENV | Santander Brazil Relationship Rewards - Report - Saldo de Pontos,,,,,SUBMITTED,,3,7/10/15,4:43:33 PM,,E057704,,,COSBRZ,7/16/15,2:03:07 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/16/15,,7:10:33 AM,E057704,,,,Update,,,,,,,,,,,,,,,
7/10/15,,4:41:44 PM,E057704,,,,Report from Santander,,,,,,,,,,,,,,,
7/16/15,,1:54:46 PM,E050447,,,,Matheus will check another way to filter the information,,,,,,,,,,,,,,,
7/15/15,,8:36:49 AM,E057704,,,,Update,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3012600,New Rewards Qualifications SCOTIABANK INVERLAT S.A.,,,,,SUBMITTED,,3,7/10/15,4:53:36 PM,,E054277,,,MRSOWN,7/14/15,10:31:46 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
3785 - SCOTIABANK INVERLAT S.A.,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Program Configuration,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
Processing/Platform Research,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/13/15,,5:08:49 PM,E057515,,,,"I fixed the SignOut link, but there are more as you said",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT3012640,Citizens - Production Adjust Points to accts,,,,,QUEUED,,3,7/11/15,12:08:01 AM,,E047589,,,MRS-SUPPORT,7/11/15,12:08:01 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
7/16/15,,1:59:10 PM,E047589,,,,Adjustment Type required,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
